EMG1  EMG2  EMG3  EMG4  EMG5  EMG6  EMG7  EMG8  ForceX ForceY ForceZ tauX tawY tayZ Angle_deg TimeStep_ms
 -2    -7    -10   -20   -23   -3    -18   -8   7.204 2.428 30.122 -1.560 0.039 0.427 0
 -2    -7    -10   -20   -23   -3    -18   -8   7.301 2.415 30.441 -1.578 0.040 0.427 0
 -2    -2    0     -3    -3    26    20    5    7.388 2.434 30.792 -1.592 0.041 0.427 0
 -2    -2    0     -3    -3    26    20    5    7.478 2.467 31.161 -1.603 0.043 0.425 0
 -2    -2    0     -3    -3    26    20    5    7.570 2.505 31.537 -1.612 0.045 0.422 0
 3     -1    3     11    12    -29   -3    -2   7.667 2.528 31.910 -1.621 0.047 0.416 0
 3     -1    3     11    12    -29   -3    -2   7.763 2.527 32.268 -1.632 0.049 0.411 0
 0     0     -1    -9    -29   -12   12    -8   7.848 2.522 32.616 -1.643 0.050 0.409 0
 0     0     -1    -9    -29   -12   12    -8   7.930 2.508 32.933 -1.657 0.050 0.408 0
 0     0     -1    -9    -29   -12   12    -8   8.010 2.497 33.223 -1.672 0.051 0.407 0
 0     0     -1    -9    -29   -12   12    -8   8.076 2.489 33.486 -1.689 0.051 0.409 0
 -2    -3    -6    -9    1     50    -5    -10  8.150 2.484 33.715 -1.709 0.052 0.407 0
 -2    -3    -6    -9    1     50    -5    -10  8.210 2.475 33.922 -1.730 0.053 0.409 0
 -2    -3    -6    -9    1     50    -5    -10  8.264 2.467 34.110 -1.753 0.054 0.412 0
 -2    -3    -6    -9    1     50    -5    -10  8.317 2.459 34.287 -1.777 0.053 0.417 0
 0     1     0     -2    -12   16    -2    0    8.357 2.461 34.462 -1.801 0.052 0.426 0
 0     1     0     -2    -12   16    -2    0    8.401 2.480 34.643 -1.822 0.051 0.433 0
 -5    -2    -5    -2    -8    -18   -41   13   8.444 2.516 34.842 -1.840 0.051 0.439 0
 -5    -2    -5    -2    -8    -18   -41   13   8.479 2.563 35.062 -1.852 0.051 0.444 0
 -5    -2    -5    -2    -8    -18   -41   13   8.521 2.620 35.296 -1.860 0.052 0.445 0
 3     0     2     2     -17   -9    58    -8   8.549 2.677 35.537 -1.867 0.052 0.447 0
 3     0     2     2     -17   -9    58    -8   8.568 2.733 35.782 -1.872 0.052 0.448 0
 -1    -2    0     14    30    78    53    18   8.579 2.782 36.021 -1.877 0.053 0.448 0
 -1    -2    0     14    30    78    53    18   8.566 2.819 36.257 -1.881 0.053 0.451 0
 -1    -2    0     14    30    78    53    18   8.539 2.834 36.467 -1.887 0.052 0.455 0
 -1    -2    0     14    30    78    53    18   8.511 2.849 36.668 -1.893 0.053 0.458 0
 0     -3    -5    0     -5    0     -1    1    8.475 2.848 36.840 -1.901 0.053 0.462 0
 0     -3    -5    0     -5    0     -1    1    8.447 2.842 36.995 -1.909 0.053 0.464 0
 -3    -1    -4    -5    -4    -58   -11   0    8.431 2.832 37.120 -1.919 0.054 0.463 0
 -3    -1    -4    -5    -4    -58   -11   0    8.414 2.820 37.226 -1.931 0.055 0.463 0
